,Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,PENB,Design,Heating,Front garden,Total number of floors,Age,New building,Renovation,Developer name,Project name,Kód jednotky,Administration fee,Investment Advisor
68411,374238,"CZK 11,500",50.0725797,14.4868366,"Mrštíkova, Prague - Strašnice",1 bedroom with open-plan kitchen,57 m²,CZK 600,Unfurnished,2.0,No,No,Yes,No,No,No,No,01. 03. 2022,146.0,780,382,401,182,142,397,578,510,294,,"CZK 23,000",Personal,Brick building,,,Other,,,,,,,,,,
68450,546162,"CZK 12,000",50.1026153,14.5380328,"Šestajovická, Prague - Hloubětín",1 bedroom,31 m²,"CZK 1,500",Partially furnished,5.0,No,No,No,No,No,Yes,No,Ihned,310.0,396,371,377,155,341,274,173,317,217,,"CZK 15,000",Personal,Prefab concrete building,,,District heating,,,,,,,,,,
68451,708487,"CZK 17,000",50.1505292,14.5195579,"Ke Stadionu, Prague - Čakovice",2 bedroom with open-plan kitchen,80 m²,"CZK 5,000",Furnished,4.0,No,No,Yes,Yes,No,Yes,No,11. 04. 2022,173.0,393,331,851,"1,155",333,"1,064","1,182",166,,Excellent,"CZK 40,000",Personal,Prefab concrete building,E,,District heating,,,,,,,,,,
68453,708491,"CZK 18,000",50.03033,14.3636,"Werichova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,74 m²,"CZK 5,000",Furnished,4.0,No,Yes,No,No,Yes,Yes,Yes,27. 02. 2022,401.0,"1,151",454,"1,132",328,"1,230",556,673,881,430,Excellent,"CZK 18,000",Personal,Brick building,B,,,,,,,,,,,,
68454,708486,"CZK 25,000",50.11796,14.4615,"V Holešovičkách, Prague - Libeň",2 bedroom with open-plan kitchen,70 m²,"CZK 3,500",Partially furnished,2.0,Yes,No,Yes,No,Yes,No,No,01. 05. 2022,244.0,690,607,833,392,497,847,908,"1,353",793,Excellent,,Personal,Brick building,G,Premium materials and solutions,Gas boiler,1000 m²,Middle floor,over 50 years years,,Interior,,,,,
68457,473481,"CZK 16,500",50.0673575,14.4344555,"Sarajevská, Prague - Vinohrady",2 bedroom,72 m²,"CZK 1,500",Partially furnished,3.0,No,No,No,No,No,No,No,01. 03. 2022,220.0,721,217,737,229,845,722,666,535,622,,"CZK 16,500",Personal,Brick building,,Standard materials and solutions,Gas boiler,,Middle floor,,,,,,,,
68459,708484,"CZK 15,000",50.0165242,14.4400853,"Krhanická, Prague - Kamýk",2 bedroom,60 m²,"CZK 4,500",Partially furnished,14.0,No,No,Yes,No,Yes,Yes,No,01. 04. 2022,270.0,"1,010",62,"1,256",784,294,399,481,799,333,Excellent,"CZK 19,500",Personal,Prefab concrete building,G,,,,,,,,,,,,
68460,708483,"CZK 14,000",50.03357,14.38767,"Geologická, Prague - Hlubočepy",1 bedroom with open-plan kitchen,59 m²,"CZK 4,000",Partially furnished,3.0,No,No,No,Yes,No,Yes,Yes,14. 03. 2022,147.0,"1,031",404,939,235,997,"1,164","1,149","1,117",499,Excellent,"CZK 28,000",Personal,Brick building,C,,,,,,,,,,,,
68461,283992,"CZK 14,300",50.0385746,14.322465,"Wiesenthalova, Prague - Řeporyje",1 bedroom with open-plan kitchen,56 m²,"CZK 5,200",Furnished,3.0,Yes,No,No,No,No,No,No,,109.0,"1,161",806,"1,019",617,817,720,"1,101",755,209,,"CZK 15,000",Personal,Brick building,,,,,,,,,,,,,
68462,708480,"CZK 16,000",50.09793,14.3627,"Súdánská, Prague - Vokovice",2 bedroom,53 m²,"CZK 5,800",Unfurnished,3.0,No,No,Yes,Yes,No,Yes,No,07. 03. 2022,103.0,180,269,255,232,280,515,313,"1,414",374,Excellent,"CZK 25,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
68463,708479,"CZK 18,000",50.13367,14.54828,"Železnobrodská, Prague - Kbely",2 bedroom with open-plan kitchen,117 m²,"CZK 5,000",Partially furnished,2.0,No,No,No,No,No,No,Yes,15. 03. 2022,41.0,303,244,300,238,335,335,231,119,,Excellent,"CZK 23,000",Personal,Brick building,G,Standard materials and solutions,Central heating,,Attic,10 to 30 years years,,,,,,,
68464,452423,"CZK 16,000",50.042408727709,14.501374404321,"Šternovská, Prague - Chodov",2 bedroom with open-plan kitchen,85 m²,"CZK 5,600",Partially furnished,2.0,No,No,No,No,Yes,Yes,No,01. 04. 2022,186.0,"1,216",714,"1,472",250,694,617,647,466,128,New build,"CZK 40,000",Cooperative,Brick building,C,Standard materials and solutions,District heating,,Middle floor,10 to 30 years years,,,,,,,
68465,708477,"CZK 12,000",50.12741,14.50208,"Zlonická, Prague - Letňany",1 bedroom with open-plan kitchen,47 m²,"CZK 2,540",Unfurnished,2.0,Yes,No,Yes,No,No,Yes,No,01. 04. 2022,171.0,787,107,816,621,752,305,464,"1,491",320,Excellent,"CZK 14,540",Personal,Other,B,Standard materials and solutions,District heating,,Middle floor,10 to 30 years years,Yes,,,,,,
68467,705514,"CZK 24,500",50.07366,14.43832,"Varšavská, Prague - Vinohrady",4 bedroom,87 m²,CZK 800,Partially furnished,,No,No,No,No,No,No,No,01. 03. 2022,183.0,251,85,429,92,342,130,296,812,634,Excellent,"CZK 49,000",Personal,Brick building,G,Standard materials and solutions,Gas boiler,,Raised ground floor,,,Interior,,,,,
68468,708471,"CZK 40,000",50.08383,14.41542,"Betlémská, Prague - Staré Město",3 bedroom,100 m²,"CZK 3,000",Partially furnished,2.0,No,No,No,No,No,Yes,No,01. 03. 2022,248.0,671,89,424,19,264,437,567,463,120,Excellent,"CZK 80,000",Personal,Brick building,G,,Gas boiler,,,,,,,,,,
68469,588242,"CZK 17,500",50.070249,14.380355,"Prachnerova, Prague - Košíře",1 bedroom with open-plan kitchen,48 m²,"CZK 3,890",Partially furnished,3.0,Yes,Yes,No,No,No,Yes,Yes,20. 12. 2019,58.0,590,37,746,104,854,124,612,"1,010",343,New build,"CZK 35,000",Personal,Other,A,Premium materials and solutions,Central heating,,Middle floor,1 to 10 years years,,,,,,,
68470,644271,"CZK 11,000",50.0573934,14.4290845,"Na Dolinách, Prague - Nusle",1 bedroom,45 m²,"CZK 2,500",Partially furnished,3.0,No,No,Yes,No,No,No,No,01. 04. 2022,166.0,681,201,394,100,294,623,521,196,61,Excellent,"CZK 13,000",Cooperative,Brick building,D,Standard materials and solutions,Other,,,,,,,,,,
68472,398053,"CZK 15,500",50.0443911,14.5658259,"Na Křečku, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,58 m²,"CZK 3,800",Partially furnished,5.0,Yes,No,No,No,No,No,No,01. 04. 2022,66.0,793,638,750,430,227,604,485,904,282,Excellent,"CZK 20,000",Personal,Brick building,C,,,,Middle floor,1 to 10 years years,,,,,,,
68475,708458,"CZK 21,000",50.05746,14.49419,"Jetelová, Prague - Záběhlice",2 bedroom with open-plan kitchen,69 m²,"CZK 4,000",Partially furnished,3.0,No,No,No,No,No,No,No,01. 03. 2022,74.0,714,229,"1,018",335,254,384,876,130,236,Excellent,"CZK 50,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
68478,708457,"CZK 20,000",50.07847,14.44563,"Polská, Prague - Vinohrady",2 bedroom with open-plan kitchen,90 m²,CZK 800,Partially furnished,4.0,No,No,No,No,No,Yes,No,01. 03. 2022,391.0,639,26,496,37,339,315,78,245,393,Good,"CZK 20,000",Personal,Brick building,G,,,,,,,,,,,,
68481,594388,"CZK 12,500",50.033205,14.378017,"Högerova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,49 m²,"CZK 4,100",Partially furnished,9.0,No,No,Yes,No,No,Yes,No,01. 03. 2022,261.0,193,219,190,272,159,568,298,891,199,Excellent,"CZK 25,000",Personal,Prefab concrete building,C,Standard materials and solutions,District heating,,Middle floor,10 to 30 years years,,Interior,,,,,
68483,708451,"CZK 17,000",50.06309,14.44699,"U Pernštejnských, Prague - Nusle",1 bedroom with open-plan kitchen,48 m²,"CZK 3,660",Partially furnished,1.0,No,No,Yes,No,No,Yes,No,01. 04. 2022,310.0,735,349,439,325,481,623,636,802,693,Excellent,"CZK 20,660",Personal,Brick building,C,,,,,,,,,,,,
68484,708449,"CZK 16,900",50.0924346,14.446356,"Karlínské náměstí, Prague - Karlín",2 bedroom,50 m²,CZK 600,Partially furnished,2.0,No,No,No,No,No,No,No,01. 03. 2022,58.0,206,68,430,99,499,278,"1,247",588,184,Excellent,"CZK 25,000",Cooperative,Brick building,G,,,,,,,,,,,,
68485,708448,"CZK 11,500",50.14269,14.57575,"Českodubská, Prague - Vinoř",1 bedroom with open-plan kitchen,38 m²,"CZK 3,000",Partially furnished,1.0,No,No,No,No,No,Yes,No,01. 03. 2022,289.0,362,894,432,876,773,660,438,97,,Excellent,"CZK 15,000",Personal,Brick building,G,,,,,,,,,,,,
68486,708447,"CZK 11,000",50.07476,14.45527,"Sobotecká, Prague - Vinohrady",1 bedroom,30 m²,"CZK 2,500",Unfurnished,4.0,No,No,No,No,No,Yes,No,27. 02. 2022,172.0,525,64,382,79,278,222,518,638,7,Good,"CZK 11,000",Cooperative,Brick building,G,,,,,,,,,,,,
68487,708446,"CZK 9,000",50.0598,14.49882,"Narcisová, Prague - Záběhlice",Studio,28 m²,"CZK 1,000",Furnished,3.0,No,No,No,No,No,Yes,No,01. 03. 2022,489.0,588,505,605,639,551,653,627,669,333,Good,"CZK 9,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
68488,707659,"CZK 31,500",50.07257,14.43893,"Záhřebská, Prague - Vinohrady",3 bedroom with open-plan kitchen,117 m²,"CZK 5,770",Furnished,4.0,No,Yes,No,No,No,Yes,No,01. 03. 2022,265.0,320,161,542,59,444,211,349,781,594,Excellent,"CZK 47,000",Personal,Brick building,C,,Gas boiler,,Top floor,,,,,,,,
68492,708439,"CZK 14,400",50.07002,14.49401,"Ke Strašnické, Prague - Strašnice",3 bedroom,71 m²,"CZK 4,000",Furnished,4.0,No,No,Yes,Yes,No,Yes,No,27. 02. 2022,232.0,830,103,551,123,179,152,620,333,303,Excellent,"CZK 30,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
68495,708437,"CZK 19,500",50.1084,14.39521,"Terronská, Prague - Bubeneč",2 bedroom with open-plan kitchen,62 m²,"CZK 4,619",Partially furnished,1.0,No,No,Yes,No,No,No,No,06. 05. 2022,96.0,"1,252",61,629,51,413,305,393,507,206,Excellent,"CZK 19,500",Personal,Brick building,G,,,,,,,,,,,,
68498,708415,"CZK 13,500",50.07307,14.50968,"Mirošovická, Prague - Strašnice",2 bedroom,42 m²,"CZK 3,500",Partially furnished,3.0,No,No,No,No,No,No,No,01. 03. 2022,176.0,"1,450",483,"1,433",268,671,557,793,"1,419",399,Excellent,"CZK 27,000",Cooperative,Brick building,G,Standard materials and solutions,Gas boiler,,,30 to 50 years years,,Overall,,,,,
68499,629219,"CZK 8,500",50.0721,14.389645,"Erbenova, Prague - Smíchov",Studio,27 m²,"CZK 3,500",,3.0,No,No,No,No,No,No,No,01. 03. 2022,181.0,"1,217",93,866,136,989,451,784,"1,182",283,Excellent,"CZK 24,000",Cooperative,Brick building,E,,,,Middle floor,,,Interior,,,,,
68500,642671,"CZK 10,000",50.051495,14.441467,"Pikrtova, Prague - Nusle",Small studio,28 m²,CZK 700,Unfurnished,2.0,No,No,No,No,No,Yes,No,01. 03. 2022,149.0,353,76,145,6,216,729,668,532,557,Excellent,"CZK 11,000",Personal,Brick building,G,,,,,,,,,,,,
68504,708421,"CZK 14,000",50.06846,14.37025,"Tůmova, Prague - Košíře",Studio,40 m²,"CZK 3,000",Partially furnished,2.0,Yes,No,Yes,No,No,Yes,No,01. 03. 2022,372.0,887,422,544,379,436,279,"1,205",577,530,New build,"CZK 20,000",Personal,Brick building,B,,,,,,,,,,,,
68505,6603,"CZK 15,000",50.0784218,14.4567023,"Radhošťská, Prague - Žižkov",1 bedroom,38 m²,"CZK 3,500",Furnished,3.0,No,No,Yes,No,No,Yes,No,01. 04. 2022,317.0,593,314,727,260,515,382,435,286,406,Excellent,"CZK 25,000",Personal,Brick building,,Premium materials and solutions,Electric boiler,,Middle floor,10 to 30 years years,,Overall,,,,,
68510,573384,"CZK 15,300",50.0862555,14.3740346,"Nad Kajetánkou, Prague - Břevnov",1 bedroom with open-plan kitchen,44 m²,"CZK 1,200",Partially furnished,2.0,No,No,No,No,No,No,No,01. 05. 2022,117.0,832,337,527,229,230,258,254,535,387,,"CZK 15,800",Personal,Brick building,,,,,,,,,,,,,
68511,578495,"CZK 17,000",50.151005,14.536383,"Vrátenská, Prague - Miškovice",1 bedroom with open-plan kitchen,52 m²,"CZK 5,500",Furnished,2.0,Yes,No,No,No,No,No,No,25. 04. 2022,615.0,"1,408",706,812,484,"1,495","1,407",943,,,New build,"CZK 34,000",Personal,Brick building,C,Standard materials and solutions,Gas boiler,,Middle floor,1 to 10 years years,,,,,,,
68513,671798,"CZK 11,500",50.04829,14.35029,"Ovčí hájek, Prague - Stodůlky",1 bedroom with open-plan kitchen,43 m²,"CZK 2,100",Partially furnished,6.0,No,No,No,No,No,No,No,20. 07. 2021,395.0,921,289,507,326,402,454,259,"1,309",282,Excellent,"CZK 14,000",Personal,Prefab concrete building,G,Standard materials and solutions,Central heating,,Middle floor,10 to 30 years years,,,,,,,
68519,708407,"CZK 14,500",50.05762,14.49675,"Jetelová, Prague - Záběhlice",1 bedroom with open-plan kitchen,50 m²,"CZK 3,600",Partially furnished,5.0,Yes,No,No,No,No,Yes,Yes,01. 04. 2022,148.0,504,161,809,381,130,297,697,317,153,New build,"CZK 20,000",Personal,Brick building,G,,,,,,,,,,,,
68523,423123,"CZK 16,500",50.1302288,14.4940411,"Zakšínská, Prague - Střížkov",1 bedroom with open-plan kitchen,56 m²,"CZK 3,700",Partially furnished,4.0,Yes,No,Yes,No,No,Yes,No,01. 05. 2022,388.0,"1,074",233,"1,048",662,507,573,499,"1,215",82,,"CZK 33,000",Personal,Brick building,,,District heating,,,,Yes,,,,,,
68524,708303,"CZK 20,000",50.07126,14.50132,"Sečská, Prague - Strašnice",2 bedroom,51 m²,"CZK 3,000",Furnished,1.0,No,No,No,No,No,No,No,25. 02. 2022,387.0,"1,161",356,949,500,636,423,556,812,201,Excellent,"CZK 23,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
68543,708393,"CZK 11,000",50.0596288,14.446459273258,Prague - Nusle,Studio,20 m²,"CZK 2,400",Furnished,3.0,No,No,No,No,No,No,No,01. 03. 2022,252.0,"1,011",50,462,265,813,545,694,734,281,Good,"CZK 10,000",Personal,Other,A,,,,,,,,,,,,
68545,708391,"CZK 12,000",50.03941,14.32119,"Wiesenthalova, Prague - Řeporyje",Studio,34 m²,"CZK 3,000",Furnished,3.0,Yes,No,Yes,No,Yes,Yes,No,01. 03. 2022,293.0,"1,025",669,882,729,946,583,965,874,238,New build,"CZK 20,000",Personal,Brick building,B,Premium materials and solutions,District heating,,,1 to 10 years years,Yes,,,,,,
68547,708390,"CZK 15,000",50.0830406,14.4543538,"Táboritská, Prague - Žižkov",1 bedroom with open-plan kitchen,49 m²,"CZK 2,800",Furnished,5.0,No,No,No,No,No,Yes,No,01. 05. 2022,81.0,284,1,358,149,205,259,322,612,309,New build,"CZK 18,000",Personal,Brick building,G,,,,,,,,,,,,
68548,708389,"CZK 17,500",50.09375,14.46031,"Na Střelnici, Prague - Karlín",1 bedroom with open-plan kitchen,50 m²,CZK 500,Partially furnished,1.0,Yes,No,Yes,No,No,No,No,01. 03. 2022,407.0,"1,065",157,675,302,538,140,"1,040",589,105,Excellent,"CZK 17,500",Personal,Brick building,B,Premium materials and solutions,Electric boiler,,Middle floor,over 50 years years,,Bathroom unit,,,,,
68550,708383,"CZK 26,000",50.10063,14.4349,"Heřmanova, Prague - Holešovice",3 bedroom,85 m²,"CZK 3,200",Partially furnished,,No,No,No,No,No,Yes,No,01. 04. 2022,150.0,947,98,136,75,293,156,"1,469",449,763,Excellent,"CZK 29,000",Personal,Brick building,G,,,,,,,,,,,,
68551,708380,"CZK 4,500",50.04628,14.44537,"Humpolecká, Prague - Krč",1 bedroom with open-plan kitchen,42 m²,"CZK 8,000",Partially furnished,3.0,No,No,Yes,No,No,No,No,01. 04. 2022,344.0,516,175,300,231,257,414,608,874,175,Good,"CZK 16,000",Cooperative,Brick building,G,Standard materials and solutions,,,Middle floor,,,,,,,,
68554,437613,"CZK 11,990",50.1325247,14.4111791,"Cafourkova, Prague - Bohnice",1 bedroom with open-plan kitchen,44 m²,"CZK 3,000",Partially furnished,5.0,Yes,No,No,No,No,Yes,No,,176.0,"1,038",232,968,225,"1,034",681,583,237,,Excellent,"CZK 15,000",Personal,Prefab concrete building,,Standard materials and solutions,Central heating,,Middle floor,,,Interior,,,,,
68556,602747,"CZK 16,970",50.059584,14.447085,"Horní, Prague - Nusle",1 bedroom with open-plan kitchen,48 m²,"CZK 1,400",Furnished,6.0,No,No,No,No,No,Yes,No,01. 04. 2022,257.0,924,38,375,215,688,458,623,821,194,New build,"CZK 15,000",Personal,Brick building,G,,Gas boiler,,,,,Overall,,,,,
68559,708362,"CZK 11,400",50.02937,14.59657,"Oty Bubeníčka, Prague - Uhříněves",Studio,34 m²,"CZK 3,300",Furnished,2.0,No,No,Yes,Yes,Yes,Yes,No,01. 05. 2022,191.0,331,288,440,259,304,749,830,956,140,New build,"CZK 20,000",Personal,Low-energy building,B,,,,,,Yes,,,,,,
68560,708358,"CZK 9,000",50.0567507,14.291957,"Do Zahrádek I, Prague - Třebonice",Studio,37 m²,"CZK 2,500",Furnished,3.0,Yes,No,Yes,No,No,No,No,01. 03. 2022,262.0,"1,178",560,504,816,614,614,838,454,,New build,"CZK 12,500",Personal,Brick building,B,,,,,,,,,,,,
68564,708351,"CZK 28,500",50.14071,14.51963,"Škrábkových, Prague - Letňany",3 bedroom with open-plan kitchen,99 m²,"CZK 5,039",Partially furnished,6.0,Yes,No,Yes,No,No,Yes,Yes,01. 03. 2022,365.0,602,"1,050","1,188",215,726,"1,002",967,"1,171",209,New build,"CZK 28,500",Personal,Brick building,B,,,,,,,,,,,,
68566,708343,"CZK 16,900",50.1316,14.40655,"Eledrova, Prague - Bohnice",1 bedroom with open-plan kitchen,53 m²,"CZK 2,950",Furnished,9.0,No,Yes,Yes,No,No,Yes,No,01. 04. 2022,300.0,"1,112",352,"1,042",301,"1,108",319,570,384,,Excellent,"CZK 16,900",Personal,Prefab concrete building,C,,District heating,,Top floor,,,,,,,,
68568,536775,"CZK 14,000",50.0133951,14.4797064,"K Zeleným domkům, Prague - Kunratice",1 bedroom with open-plan kitchen,50 m²,"CZK 3,800",Furnished,3.0,No,No,No,No,No,No,No,01. 01. 1970,77.0,344,341,249,136,267,164,382,209,,,"CZK 14,000",Personal,Brick building,,,,,Attic,,,Overall,,,,,
68569,363750,"CZK 14,000",50.0039004,14.4056705,"Komořanská, Prague - Modřany",1 bedroom with open-plan kitchen,50 m²,"CZK 4,100",Partially furnished,2.0,Yes,No,No,No,No,Yes,Yes,01. 05. 2022,140.0,"1,036",153,"1,077",109,130,138,177,787,73,,"CZK 20,000",Personal,Other,,,,,,,,,,,,,
68579,623090,"CZK 15,500",50.098557,14.377386,"Velvarská, Prague - Dejvice",1 bedroom,53 m²,"CZK 2,400",Unfurnished,1.0,No,Yes,No,No,No,No,No,01. 03. 2022,328.0,"1,163",244,806,202,633,"1,050",223,927,354,Good,"CZK 15,500",Personal,Brick building,G,,,,Ground floor,,,Interior,,,,,
68580,708336,"CZK 13,500",50.08913,14.4619,"Koněvova, Prague - Žižkov",1 bedroom with open-plan kitchen,42 m²,"CZK 2,500",Partially furnished,3.0,No,No,No,No,No,No,No,01. 05. 2022,78.0,523,329,206,91,473,568,802,289,357,Excellent,"CZK 27,000",Personal,Brick building,G,,,,,,,,,,,,
68588,692252,"CZK 6,000",50.06365,14.37617,"Jinonická, Prague - Košíře",Small studio,18 m²,"CZK 2,400",Furnished,-1.0,No,No,No,No,No,No,No,01. 01. 1970,158.0,"1,041",794,"1,119",782,"1,199",634,657,"1,384",745,Good,"CZK 6,000",Personal,Brick building,G,,,,,,,,,,,,
68589,708327,"CZK 16,616",50.0698046,14.3687319,"Plzeňská, Prague - Košíře",3 bedroom,70 m²,"CZK 3,500",Unfurnished,7.0,No,No,No,Yes,Yes,Yes,No,01. 03. 2022,93.0,521,19,178,86,70,193,"1,204",576,254,Excellent,"CZK 16,000",Personal,Prefab concrete building,G,Standard materials and solutions,District heating,,Top floor,10 to 30 years years,,Bathroom unit,,,,,
68590,683437,"CZK 11,000",50.12369,14.49095,"Vysočanská, Prague - Prosek",Small studio,36 m²,"CZK 4,000",Partially furnished,1.0,No,No,Yes,No,No,No,No,27. 09. 2021,371.0,653,0,591,339,330,436,273,489,98,Excellent,"CZK 15,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
68595,708311,"CZK 14,000",50.0235966,14.2976964,"Ořešská, Prague - Řeporyje",2 bedroom,67 m²,"CZK 1,550",Partially furnished,1.0,No,No,No,No,No,No,No,01. 04. 2022,207.0,326,"1,440","1,288","1,372","1,460",,,,,Excellent,,Personal,Brick building,G,,,,,,,,,,,,
68598,506828,"CZK 17,000",50.1048782,14.446700994043,"Osadní, Prague - Holešovice",2 bedroom,50 m²,"CZK 2,500",Furnished,3.0,No,No,No,No,No,Yes,No,01. 03. 2022,170.0,193,37,205,68,44,377,529,279,423,,"CZK 30,000",Personal,Brick building,,Standard materials and solutions,Central heating,,Middle floor,1 to 10 years years,,Overall,,,,,
68606,626921,"CZK 10,900",50.114484,14.479922,"U Pekařky, Prague - Libeň",Small studio,37 m²,"CZK 1,500",,2.0,No,No,No,No,No,No,No,01. 03. 2022,250.0,114,"1,401",395,"1,034","1,070","1,286","1,027",252,,Excellent,"CZK 18,000",Personal,Brick building,F,,,,,,,,,,,,
68607,507927,"CZK 18,000",50.0526452,14.3664369,Prague - Jinonice,1 bedroom with open-plan kitchen,42 m²,"CZK 2,000",Partially furnished,2.0,No,No,No,No,No,No,No,,476.0,533,638,285,709,245,"1,090",655,126,,,"CZK 25,000",Personal,Prefab concrete building,C,Premium materials and solutions,District heating,,Middle floor,,,Interior,,,,,
68615,584391,"CZK 8,700",50.044084,14.463891,"Na Nivách, Prague - Michle",Studio,30 m²,"CZK 1,300",Partially furnished,2.0,No,No,No,No,No,No,No,01. 03. 2022,296.0,"1,056",410,"1,114",375,530,500,556,747,316,Excellent,"CZK 10,000",Personal,Brick building,G,Standard materials and solutions,Gas boiler,,Middle floor,,,,,,,,
68616,477574,"CZK 14,000",50.1025299,14.4540414,Prague - Holešovice,Studio,50 m²,"CZK 3,800",Furnished,5.0,No,No,No,No,No,No,No,01. 05. 2022,100.0,612,106,273,170,112,545,507,162,441,,"CZK 20,000",Personal,Other,,,,,,,,,,,,,
68618,708271,"CZK 11,000",50.08458,14.47054,"Jana Želivského, Prague - Žižkov",Studio,29 m²,"CZK 2,500",Furnished,5.0,No,No,No,No,No,Yes,No,01. 03. 2022,76.0,143,67,473,86,349,656,604,456,529,Good,"CZK 22,000",Personal,Brick building,D,Standard materials and solutions,Other,,,,,,,,,,
68621,564087,"CZK 8,700",50.114529360668,14.4747935,"Zenklova, Prague - Libeň",Small studio,20 m²,"CZK 2,500",Unfurnished,3.0,No,No,Yes,No,No,No,No,01. 05. 2022,119.0,"1,407",322,"1,193",114,699,491,"1,348",838,351,Good,"CZK 12,500",Personal,Brick building,E,Standard materials and solutions,Gas boiler,,Top floor,10 to 30 years years,,,,,,,
68624,550047,"CZK 12,000",50.0411423,14.5672805,"Hornoměcholupská, Prague - Horní Měcholupy",Studio,44 m²,"CZK 3,400",Furnished,3.0,No,No,Yes,Yes,Yes,Yes,Yes,,41.0,730,337,542,462,245,393,402,"1,126",329,New build,,Personal,Brick building,B,,,,,,Yes,,,,,,
68625,678729,"CZK 15,400",50.13643,14.43676,"K Ládví, Prague - Čimice",1 bedroom with open-plan kitchen,48 m²,"CZK 2,800",Furnished,3.0,No,Yes,No,No,Yes,No,Yes,01. 09. 2021,48.0,"1,008",337,802,951,497,383,907,339,,Excellent,"CZK 20,000",Personal,Other,C,,Central heating,500 m²,,,,,,,,,
68630,708255,"CZK 13,500",50.13111,14.4717,"Famfulíkova, Prague - Kobylisy",1 bedroom with open-plan kitchen,43 m²,"CZK 3,500",Unfurnished,7.0,No,No,No,No,No,No,No,25. 02. 2022,183.0,447,257,545,243,423,323,407,"1,474",102,Excellent,"CZK 27,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
68632,708252,"CZK 7,800",50.06964,14.48623,"U Hráze, Prague - Strašnice",Small studio,15 m²,"CZK 1,408",Partially furnished,1.0,No,No,No,No,No,No,No,26. 02. 2022,235.0,844,525,596,183,333,543,700,488,408,Excellent,"CZK 15,600",Personal,Brick building,G,,,,,,,,,,,,
68636,366337,"CZK 11,500",50.0691662,14.4704122,"Gruzínská, Prague - Vršovice",Studio,36 m²,"CZK 3,900",Furnished,2.0,Yes,No,Yes,No,No,No,No,07. 03. 2022,68.0,282,95,98,248,482,364,467,432,471,,"CZK 18,000",Personal,Brick building,,,District heating,,,,,,,,,,
68639,708236,"CZK 16,000",50.04662,14.40627,"Výhledová, Prague - Hlubočepy",1 bedroom with open-plan kitchen,50 m²,"CZK 3,500",Furnished,4.0,Yes,No,Yes,Yes,No,No,No,01. 03. 2022,308.0,444,438,"1,028",412,651,,,,,Excellent,"CZK 32,000",Personal,Brick building,G,,,,,,,,,,,,
68642,657412,"CZK 12,000",50.127342,14.502952,"Bechlínská, Prague - Letňany",Studio,39 m²,"CZK 3,000",Furnished,4.0,Yes,No,Yes,No,Yes,Yes,No,01. 03. 2022,229.0,845,111,874,564,811,344,568,252,,Excellent,"CZK 12,000",Personal,Brick building,A,,District heating,,,,,,,,,,
68645,540339,"CZK 14,000",50.0743287,14.3177437,"Čistovická, Prague - Řepy",1 bedroom with open-plan kitchen,44 m²,"CZK 1,000",Unfurnished,1.0,No,No,No,No,No,No,No,01. 03. 2022,95.0,407,245,"1,357","1,182",257,370,276,,,,"CZK 24,000",Personal,Brick building,G,,,,,,,,,,,,
68648,708146,"CZK 18,000",50.1069733,14.497176624888,"Ocelářská, Prague - Vysočany",1 bedroom with open-plan kitchen,50 m²,"CZK 2,600",Partially furnished,7.0,Yes,No,Yes,No,No,Yes,No,28. 02. 2022,358.0,734,452,568,442,475,550,739,409,266,New build,"CZK 30,000",Personal,Brick building,B,,District heating,,,,Yes,,,,,,
68854,706724,"CZK 21,000",50.07053,14.43061,"Legerova, Prague - Nové Město",2 bedroom with open-plan kitchen,81 m²,"CZK 4,000",Partially furnished,1.0,No,No,No,No,No,No,No,15. 02. 2022,176.0,576,245,443,13,301,74,506,546,458,Excellent,"CZK 42,000",Personal,Brick building,G,,,,,,,,,,,,
69185,691112,"CZK 18,000",50.07372,14.44571,"Chodská, Prague - Vinohrady",1 bedroom with open-plan kitchen,51 m²,"CZK 3,500",Furnished,2.0,No,No,No,No,Yes,No,No,01. 05. 2022,321.0,287,274,900,116,557,466,437,658,412,Excellent,"CZK 30,000",Personal,Brick building,D,,Gas boiler,,,,,,,,,,
69335,697626,"CZK 14,700",50.07371,14.44602,"Chodská, Prague - Vinohrady",1 bedroom,50 m²,"CZK 2,300",Partially furnished,3.0,No,No,No,No,No,Yes,No,04. 03. 2022,285.0,298,244,651,208,557,477,273,379,165,Excellent,"CZK 17,000",Personal,Brick building,G,Standard materials and solutions,Central heating,,Middle floor,,,Interior,,,,,
