Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,EPC,Floor space,Fully furnished,Condition,Building type,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Ownership,Heating,Age,New-build,Parking,Cellar,Lift,Designe,Reconstruction,Balkón 4 m²,Garage,Sklep 2 m²,Balkón 5 m²,Lodžie 4 m²,Lodžie 3 m²,Sklep 5 m²,Balkón 6 m²,Balkón 4.21 m²,Sklep 3 m²,Sklep 1 m²,Domácí mazlíčci vítáni,Lodžie 6 m²,Balkón 2 m²,Balkón 1 m²,Balkón 10 m²,Balcony,Terrace,Terasa 5 m²,Sklep 36 m²,Sklep 7 m²,Terasa 20 m²,Terasa 8 m²,Terasa 25 m²,Balkón 7 m²,Sklep 4 m²,Balkón 40 m²,Terasa 50 m²,Sklep 6.1 m²,Lodžie 7 m²,Terasa 40 m²,Terasa 12 m²,Terasa 15 m²,Administrative fee,Enclosed balcony,Terasa 36 m²,Balkón 11 m²,Terasa 14 m²,Sklep 6 m²,Balkón 3 m²,Terasa 100 m²,Balkón 0 m²,Sklep 10 m²,Lodžie 10 m²,Terasa 60 m²,Terasa 7 m²,Balkón 72 m²,Balkón 8 m²,Sklep 1.5 m²,Lodžie 10.8 m²,Sklep 3.6 m²,Balkón 14 m²,Terasa 49 m²,Terasa 28 m²,Balkón 3.7 m²,Terasa 16 m²,Lodžie 16 m²,Terasa 37 m²,Lodžie 5 m²,Lodžie 9 m²,Balkón 9 m²,Balkón 18 m²,Lodžie 18 m²,Terasa 18 m²,Terasa 22 m²,Terasa 6 m²,Sklep 8 m²,Terasa 29 m²,Terasa 3.1 m²,Terasa 35 m²,Balkón 1.5 m²,Sklep 2.8 m²,Balkón 90 m²,Sklep 2.5 m²,Lodžie 8.2 m²,Terasa 11 m²,Terasa 34 m²,Lodžie 8 m²,Balkón 50 m²,Lodžie 12 m²,Sklep 20 m²,Lodžie 2 m²,Terasa 21 m²,Terasa 9 m²,Balkón 13 m²,Balkón 15 m²,Sklep 2.9 m²,Balkón 2.3 m²,Balkón 60 m²,Sklep 10.1 m²,Plot type,Sklep 12 m²,Balkón 12 m²,Terasa 30 m²,Balkón 20 m²,Terasa 80 m²,Terasa 66 m²,Sklep 9 m²,Terasa 13 m²,Terasa 3 m²,Lodžie 4.5 m²,Balkón 16 m²,Plot space,Terasa 10 m²,Balkón 3.5 m²,Terasa 9.8 m²,Terasa 78 m²,Terasa 2 m²,Lodžie 15 m²,Lodžie 7.1 m²,Lodžie 20 m²,Balkón 29 m²,Terasa 70 m²,Terasa 300 m²,Balkón 2.6 m²,Lodžie 6.1 m²,Terasa 32 m²,Balkón 6.1 m²,Sklep 4.1 m²,Terasa 10.1 m²,Terasa 200 m²,Sklep 6.4 m²
"CZK 15,000","CZK 7,500","CZK 22,500",751224,2+kk,11/15/2022,1,E,70 m²,Partly,Very good,Prefab concrete,578.67,1553.22,752.49,1393.94,269.28,784.9,606.29,1201.29,1516.88,120.53,"Vodnická, Prague - Újezd u Průhonic",50.02159,14.5258,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 2,300","CZK 14,000",382153,Small studio,11/19/2022,5,D,22 m²,Fully furnished,Very good,Brick,172.33,588.02,67.25,380.0,117.22,558.84,439.64,568.56,579.93,152.43,"Koldínova, Prague - Žižkov",50.0874184,14.4628226,Personal,Gas boiler,Over 50 years,,,,,Standard,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 4,100","CZK 28,000",748420,2+kk,11/15/2022,4,B,45 m²,Partly,Very good,Prefab concrete,282.74,1501.46,551.1,1431.34,670.45,1276.67,236.75,921.0,2270.82,235.43,"Dolákova, Prague - Bohnice",50.13446,14.41026,Personal,,10 to 30 years,,1.0,,,,Complete,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 4,500","CZK 25,000",527998,2+kk,2/1/2023,2,,52 m²,Partly,New-build,Brick,161.69,299.94,271.11,409.32,221.09,272.86,718.38,833.85,925.28,109.18,"Oty Bubeníčka, Prague - Uhříněves",50.0295321,14.5967405,Personal,Central,Up to 10 years,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 3,250","CZK 32,000",750833,2 bedroom,11/13/2022,2,G,55 m²,Partly,Good,Prefab concrete,163.23,506.07,495.79,490.53,385.82,502.02,800.05,811.79,537.41,280.46,"Práčská, Prague - Záběhlice",50.05405,14.5116,,Central,,,1.0,,1.0,Standard,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 9,500","CZK 4,948","CZK 20,000",444265,Studio,1/1/2023,5,,30 m²,Fully furnished,Very good,Prefab concrete,261.56,577.78,195,481.98,266.28,249.27,236.79,336.08,1044.15,214.58,"Varnsdorfská, Prague - Střížkov",50.1265674,14.4956943,Cooperative,Distance,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,500",CZK 0,"CZK 10,000",750811,2 bedroom,11/13/2022,5,G,100 m²,Partly,Very good,Brick,169.21,750.83,126.87,154.7,90.66,210.12,348.15,483.41,249.18,593.13,"Veverkova, Prague - Holešovice",50.10018,14.43198,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 5,800","CZK 18,000",746232,3+kk,11/1/2022,3,B,67 m²,Partly,Very good,Brick,49.8,1433.0,52.85,115.73,306.85,65.74,1324.76,24.26,3904.85,839.5,Prague - Zbraslav,49.97449,14.39298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,500","CZK 2,800","CZK 23,500",750691,2 bedroom,12/1/2022,4,G,85 m²,Unfurnished,Good,Brick,120.62,273.48,56.54,137.04,85.49,159,357.82,437.75,744.16,234.53,"Václavská, Prague - Nové Město",50.07405,14.41736,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,800",CZK 0,"CZK 15,000",188353,2 bedroom,11/13/2022,1,G,67 m²,Partly,Good,Brick,162.98,1224.44,215.34,848.63,307.57,1255.41,108.86,193.39,630.88,239.71,"Prokopka, Prague - Vysočany",50.1011439,14.4909093,Personal,Gas boiler,,,,,,Standard,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,000","CZK 4,260","CZK 40,000",751037,2+kk,12/1/2022,2,B,52 m²,Fully furnished,New-build,Low-energy,62.41,928.02,321.1,851.07,233.65,873.15,630.87,439.6,406.72,380.47,Prague - Zličín,50.06432,14.29795,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 7,500","CZK 40,000",745187,3+kk,11/14/2022,7,G,84 m²,Partly,New-build,Other,358.11,1274.59,648.44,1061.38,636.12,1151.2,941.1,351.64,1295.74,639.6,"Černochova, Prague - Košíře",50.063,14.37985,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,500","CZK 4,400","CZK 40,000",750760,2+kk,11/13/2022,6,B,61 m²,Partly,New-build,Low-energy,242.34,1352.77,303.49,1027.31,364.56,863.04,303.66,1008.3,1292.55,839.42,"Čerpadlová, Prague - Vysočany",50.10109,14.5057,,,,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 33,000","CZK 3,500","CZK 66,000",729774,3+kk,11/22/2022,3,A,91 m²,Unfurnished,Very good,Brick,326.52,558.95,229.44,287.34,32.38,621.26,339.05,1276.69,241.73,262.25,Prague - Bubeneč,50.10305,14.41876,,Central,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 6,000","CZK 20,000",623924,2 bedroom,1/1/2023,1,D,54 m²,Partly,Good,Brick,189.99,200.23,211.04,218.66,436.42,273.5,539.75,449.81,386.93,199.43,"Klánovická, Prague - Hloubětín",50.105205,14.540247,Personal,Central,10 to 30 years,,1.0,,,Standard,Interior,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 4,000","CZK 16,000",750759,Studio,12/1/2022,4,G,20 m²,Fully furnished,Very good,Brick,409.55,1214.14,368.32,492.64,20.15,317.03,203.24,301.59,423.28,159.46,Prague - Vyšehrad,50.06562,14.42016,,Electric boiler,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 7,350","CZK 48,000",751936,2+kk,11/18/2022,4,D,44 m²,Unfurnished,Good,Brick,54.34,1207.5,59.98,118.19,118.44,60.12,177.42,400.05,217.07,279.62,Prague - Žižkov,50.09132,14.47421,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 3,200","CZK 20,000",749218,Studio,1/2/2023,3,G,40 m²,Partly,New-build,Other,509.58,1955.74,638.77,2069.18,624.5,1881.57,1126.09,1689.92,435.16,768.86,"Komořanská, Prague - Modřany",50.003918129422,14.406061844224,Personal,Distance,10 to 30 years,1.0,,,,Standard,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500",CZK 900,"CZK 20,000",619894,Studio,12/1/2022,2,A,40 m²,,New-build,Brick,220.0,886.39,351.88,790.44,581.68,788.74,300.24,321.32,1273.98,51.47,"V Bytovkách, Prague - Uhříněves",50.036582,14.593744,Personal,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 5,000","CZK 25,000",750746,2 bedroom,11/13/2022,4,G,53 m²,Unfurnished,New-build,Prefab concrete,146.44,593.99,126.93,814.03,162.68,475.4,313.87,242.18,716.59,285.19,"Osiková, Prague - Žižkov",50.09081,14.49798,Personal,Central,,1.0,1.0,,1.0,,Complete,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,338","CZK 3,276","CZK 23,614",751828,2 bedroom,11/14/2022,1,,57 m²,,Good,Other,579.97,2105.3,268.49,1779.84,1377.64,865.8,1177.58,1514.6,1218.11,171.9,"Kabešova, Prague - Vysočany",50.1030863,14.5082359,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 3,051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,000","CZK 5,531","CZK 56,000",751453,2+kk,11/17/2022,3,G,45 m²,Fully furnished,Very good,Brick,91.1,233.74,78.71,15.4,6.4,115.94,215.0,577.08,426.88,344.07,Prague - Nusle,50.06393,14.44046,Personal,Electric boiler,,,,,1.0,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 4,000","CZK 16,000",751663,2+kk,11/21/2022,1,C,35 m²,Partly,Very good,Brick,322.37,1664.24,642.34,2534.11,591.1,757.71,1857.05,1775.54,1472.03,215.88,Prague - Ďáblice,50.15089,14.49899,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,529","CZK 3,286","CZK 27,000",751614,3+kk,11/10/2022,1,,74 m²,,Good,Other,220.79,677.0,228.04,600.06,236.32,591.38,562.62,261.08,496.57,143.68,"Španielova, Prague - Řepy",50.0671163,14.3008136,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 3,529",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,990","CZK 1,860","CZK 20,850",751613,2 bedroom,11/26/2022,1,G,52 m²,Partly,Very good,Prefab concrete,386.48,627.09,174.53,669.78,673.27,648.76,297.38,184.77,445.25,162.28,"Útulná, Prague - Strašnice",50.08291444444,14.49339777777,Personal,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,"CZK 20,850",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,872","CZK 2,620","CZK 22,492",751612,2+kk,11/10/2022,1,,69 m²,,Good,Other,114.22,243.13,104.4,1461.94,277.27,895.75,930.78,929.72,850.44,273.37,"V Štíhlách, Prague - Krč",50.0199298,14.4535975,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 2,981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,000","CZK 4,000","CZK 15,000",212860,1 bedroom,9/15/2022,1,,35 m²,Fully furnished,,Brick,403.21,811.64,1195.48,1482.11,687.15,573.5,785.49,1293.3,706.8,425.44,"Žilovská, Prague - Řeporyje",50.0349226,14.3210845,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 7,000","CZK 30,000",751602,3+kk,11/18/2022,3,A,72 m²,Fully furnished,New-build,Prefab concrete,273.94,383.28,373.01,367.74,132.31,379.24,967.36,804.72,627.4,340.82,"Mattioliho, Prague - Záběhlice",50.05257,14.51358,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 4,000","CZK 27,000",750723,Studio,12/1/2022,2,G,41 m²,Partly,Very good,Brick,140.04,1033.38,152.56,912.96,108.52,129.51,138.17,177.25,787.26,73.07,Prague - Modřany,50.0039,14.40567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"€11,000","€1,000","€1,000",751582,Studio,12/1/2022,-1,C,18 m²,Fully furnished,Very good,Brick,329.75,258.6,255.23,257.96,224.51,306.25,74.61,736.69,748.56,225.67,Prague - Smíchov,50.07048,14.39916,Other,Electric boiler,,,,,,Standard,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 5,000","CZK 38,000",750721,3+kk,11/13/2022,1,B,64 m²,Partly,New-build,Wooden,384.77,897.55,683.29,655.23,543.03,576.07,1094.65,405.81,4490.67,107.15,"Romana Blahníka, Prague - Zbraslav",49.97313,14.38515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,500","CZK 3,100","CZK 37,000",751563,2+kk,11/18/2022,2,B,50 m²,Unfurnished,New-build,Low-energy,58.02,2503.39,2576.57,3007.79,2619.12,2881.23,2167.53,2676.59,535.69,395.9,"Cementářská, Prague - Lochkov",50.003,14.35114,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,990","CZK 5,899","CZK 24,889",751583,3+1,11/26/2022,1,G,79 m²,Unfurnished,Good,Prefab concrete,347.45,716.81,99.59,687.15,445.62,682.87,412.42,479.87,417.03,143.28,"Nechvílova, Prague - Chodov",50.02316944444,14.49628861111,Personal,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,"CZK 24,889",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 8,500","CZK 4,000","CZK 10,000",666197,Studio,12/1/2022,1,G,20 m²,Fully furnished,Very good,Brick,236.58,460.73,244.29,336.06,162.8,430.42,235.85,383.35,708.22,319.19,"Holečkova, Prague - Smíchov",50.07777,14.40156,Personal,Other,,,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 5,301","CZK 34,000",751515,2+kk,12/1/2022,4,G,55 m²,Partly,Very good,Low-energy,247.16,1157.63,589.75,1126.02,337.79,1153.21,949.65,783.5,410.13,416.41,Prague - Zličín,50.06576,14.29492,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,100","CZK 16,000",408877,Studio,11/7/2022,2,B,37 m²,Partly,New-build,Brick,252.38,1617.58,111.7,1657.55,214.72,212.28,785.88,281.95,1277.78,194.43,"Bratislavská, Prague - Hostivař",50.044137641102,14.517932401605,Personal,Distance,Up to 10 years,1.0,1.0,,1.0,Standard,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 1,400","CZK 20,000",230221,Small studio,12/1/2022,1,,23 m²,Unfurnished,,Brick,79.68,381.68,182.47,347.01,18.87,469.57,292.19,538.22,903.5,343.86,"Rašínovo nábřeží, Prague - Nové Město",50.0751979,14.414168,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 4,500","CZK 50,000",751518,1 bedroom,11/17/2022,5,C,36 m²,Fully furnished,Very good,Prefab concrete,125.72,583.62,146.39,1373.25,279.98,234.78,560.53,457.93,956.8,153.19,"Zdislavická, Prague - Kamýk",50.01744,14.44504,,Central,30 - 50 years,,1.0,,1.0,Standard,Complete,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,000","CZK 40,000",750687,2+kk,11/12/2022,1,G,66 m²,Partly,New-build,Brick,249.54,1327.22,521.77,918.71,501.81,680.48,486.97,656.82,1691.62,316.8,"Ocelkova, Prague - Černý Most",50.1026,14.57299,,Central,10 to 30 years,1.0,,,1.0,Standard,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,000","CZK 20,000",227683,Studio,1/1/2023,3,,30 m²,Fully furnished,New-build,,84.99,71.65,46.69,409.73,81.2,42.46,137.8,322.41,117.47,187.7,"Lukášova, Prague - Žižkov",50.0873552,14.4571023,Personal,Central,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,000","CZK 22,000",751374,2+kk,11/16/2022,8,G,56 m²,Fully furnished,Very good,Prefab concrete,142.35,462.51,81.94,491.18,231.99,483.35,213.7,362.34,649.98,106.53,"Zvoncovitá, Prague - Stodůlky",50.04442,14.33676,,Central,,,1.0,,1.0,,Interior,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 5,500","CZK 40,000",113106,3+1,10/17/2022,3,,67 m²,Partly,Very good,Brick,299.51,843.13,468.88,1338.51,305.13,509.6,412.22,353.89,751.15,608.87,"U Zahradního Města, Prague - Záběhlice",50.0538919,14.4972997,Personal,Central,10 to 30 years,,1.0,,1.0,Standard,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 3,900","CZK 40,000",484018,2+kk,12/1/2022,6,,68 m²,Fully furnished,Very good,Brick,147.73,398.09,319.69,406.32,74.93,392.19,463.28,254.94,377.71,263.55,"Na Žertvách, Prague - Libeň",50.1051921,14.4782886,,Central,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,000","CZK 2,500","CZK 30,000",601020,2+kk,12/1/2022,4,E,47 m²,Partly,Very good,Brick,210.63,429.93,148.99,285.07,92.0,484.92,268.55,650.78,677.42,389.36,"Zborovská, Prague - Smíchov",50.078644,14.407239,Personal,Electric boiler,Over 50 years,,,,1.0,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,990","CZK 2,000","CZK 22,990",421228,2+kk,2/1/2023,3,,55 m²,Partly,,Brick,41.99,1227.02,2.44,719.71,119.62,454.98,572.29,642.29,796.1,529.57,"Klapkova, Prague - Kobylisy",50.128424,14.4556622,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
