Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Heating,Total number of floors,Age,Design,Front garden,Renovation,New building,Administration fee,Developer name,Project name,Kód jednotky
7347,"CZK 9,000",50.043883,14.478443,"Roztylské sady, Prague - Záběhlice",1 bedroom with open-plan kitchen,Excellent,48 m²,"CZK 3,000","CZK 12,000",Personal,Brick building,Furnished,3,Yes,Yes,No,Yes,Yes,No,Yes,01. 03. 2022,B,82,732,435,409,241,366,336,422,291,,Gas boiler,Top floor,over 50 years years,Standard materials and solutions,100 m²,Interior,,,,,
696244,"CZK 49,000",50.07906,14.44976,"Laubova, Prague - Vinohrady",3 bedroom,Excellent,118 m²,"CZK 6,000","CZK 55,000",Personal,Brick building,Partially furnished,4,No,Yes,No,No,Yes,Yes,No,01. 01. 2022,D,209,273,39,272,113,301,142,267,694,169,,,,,,,,,,,
705310,"CZK 14,000",50.09206,14.34675,"Šumberova, Prague - Veleslavín",1 bedroom with open-plan kitchen,Excellent,54 m²,"CZK 3,500","CZK 20,000",Personal,Brick building,Furnished,1,No,No,Yes,No,No,No,No,15. 02. 2022,C,297,500,248,463,375,402,337,325,807,199,,,,,,,,,,,
423759,"CZK 16,900",50.1125544,14.4754732,Prague - Libeň,2 bedroom with open-plan kitchen,,60 m²,CZK 550,"CZK 20,000",Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,01. 05. 2020,,40,"1,394",180,921,90,532,368,"1,125",609,305,,,,,,,,,,,
696244,"CZK 49,000",50.07906,14.44976,"Laubova, Prague - Vinohrady",3 bedroom,Excellent,118 m²,"CZK 6,000","CZK 55,000",Personal,Brick building,Partially furnished,4,No,Yes,No,No,Yes,Yes,No,01. 01. 2022,D,209,273,39,272,113,301,142,267,694,169,,,,,,,,,,,
705310,"CZK 14,000",50.09206,14.34675,"Šumberova, Prague - Veleslavín",1 bedroom with open-plan kitchen,Excellent,54 m²,"CZK 3,500","CZK 20,000",Personal,Brick building,Furnished,1,No,No,Yes,No,No,No,No,15. 02. 2022,C,297,500,248,463,375,402,337,325,807,199,,,,,,,,,,,
423759,"CZK 16,900",50.1125544,14.4754732,Prague - Libeň,2 bedroom with open-plan kitchen,,60 m²,CZK 550,"CZK 20,000",Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,01. 05. 2020,,40,"1,394",180,921,90,532,368,"1,125",609,305,,,,,,,,,,,
700533,"CZK 15,000",49.96188,14.39462,"Žitavského, Prague - Zbraslav",Studio,Excellent,53 m²,"CZK 1,000","CZK 15,000",Personal,Brick building,Unfurnished,1,No,No,No,No,Yes,No,No,24. 01. 2022,G,260,593,"1,177","1,363","1,185",875,"1,293",,,,,,,,,,,,,,
426337,"CZK 12,000",50.1170531,14.4737959,"Na Stráži, Prague - Libeň",Studio,Excellent,43 m²,"CZK 3,000",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 04. 2022,,73,"1,305",316,321,597,662,"1,197","1,286",700,,Electric boiler,,,,,,,,,,
498946,"CZK 18,000",50.0932595,14.4574889,"Lyčkovo náměstí, Prague - Karlín",1 bedroom with open-plan kitchen,Excellent,59 m²,CZK 645,"CZK 37,300",Personal,Brick building,Partially furnished,2,No,No,No,No,Yes,No,No,05. 01. 2022,,254,835,180,436,124,299,66,"1,356",350,193,Gas boiler,Middle floor,,Standard materials and solutions,,Interior,,,,,
704173,"CZK 14,000",50.09831,14.42497,"Ovenecká, Prague - Holešovice",1 bedroom,Excellent,42 m²,"CZK 2,500","CZK 14,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,Yes,No,01. 03. 2022,G,219,309,79,182,161,215,174,"1,457",501,425,,Middle floor,,,,Overall,,,,,
612130,"CZK 13,000",50.115234,14.504986,"Na Krocínce, Prague - Vysočany",1 bedroom with open-plan kitchen,Good,40 m²,"CZK 4,300","CZK 30,000",Personal,Brick building,,1,No,No,No,No,No,No,No,01. 04. 2022,F,284,861,618,577,449,751,880,646,502,369,Gas boiler,Raised ground floor,,,,,,,,,
682342,"CZK 21,000",50.0728478,14.4409103,"Jana Masaryka, Prague - Vinohrady",Studio,,35 m²,"CZK 7,000",,,,Furnished,4,No,No,No,No,No,Yes,Yes,08. 02. 2022,,66,280,58,636,44,592,271,416,582,395,,,,,,,,,,,
704620,"CZK 16,000",50.06067,14.43501,"Žateckých, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,43 m²,CZK 630,"CZK 30,000",Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,No,No,01. 02. 2022,D,174,819,29,613,88,562,214,528,450,342,,,,,,,,,,,
705302,"CZK 28,000",50.05025,14.34364,"Sluneční náměstí, Prague - Stodůlky",Studio,New build,45 m²,"CZK 5,000","CZK 33,000",Personal,Brick building,Furnished,13,No,No,No,No,Yes,Yes,Yes,06. 02. 2022,G,205,213,65,159,76,25,315,317,"1,004",211,District heating,,1 to 10 years years,Premium materials and solutions,,,,,,,
705299,"CZK 12,000",50.06232,14.43642,"Pod Terebkou, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,46 m²,CZK 600,"CZK 19,000",Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,06. 02. 2022,C,205,607,209,459,142,380,141,438,378,201,Other,Raised ground floor,1 to 10 years years,Standard materials and solutions,,Interior,,,,,
705301,"CZK 11,000",50.0832,14.50552,"Božecká, Prague - Malešice",2 bedroom,Good,57 m²,"CZK 3,500","CZK 11,000",Cooperative,Prefab concrete building,Partially furnished,3,No,No,Yes,Yes,No,Yes,No,01. 03. 2022,G,153,444,326,420,198,571,573,348,870,135,,,,,,,,,,,
593970,"CZK 15,500",50.135305,14.380418,"Suchdolské Náměstí, Prague - Suchdol",1 bedroom with open-plan kitchen,Excellent,64 m²,"CZK 2,000","CZK 30,000",Personal,Brick building,,3,Yes,Yes,Yes,No,Yes,Yes,Yes,01. 04. 2022,A,46,115,310,47,62,135,667,394,849,682,,,,,,,,,,,
705297,"CZK 18,000",50.08797,14.46564,"Hájkova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 1,800","CZK 32,000",Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,Yes,No,07. 02. 2022,D,252,774,229,214,93,355,467,462,408,364,,,,,,,,,,,
694677,"CZK 37,365",50.0907943,14.427063,"Dlouhá, Prague - Staré Město",2 bedroom,,46 m²,"CZK 12,455",,,,Furnished,2,No,No,No,No,No,Yes,No,28. 02. 2022,,2,191,16,48,1,127,128,306,209,259,,,,,,,,,,,
705285,"CZK 12,500",50.10618,14.48583,"Podvinný mlýn, Prague - Libeň",1 bedroom with open-plan kitchen,Excellent,46 m²,"CZK 3,500","CZK 16,000",Personal,Prefab concrete building,Partially furnished,3,No,No,No,Yes,No,Yes,No,07. 02. 2022,,162,309,9,343,155,527,305,466,351,233,District heating,,,,,Overall,,,,,
283685,"CZK 20,000",50.0754101,14.4477525,Prague - Vinohrady,1 bedroom with open-plan kitchen,,68 m²,"CZK 6,000","CZK 40,000",Personal,Brick building,Furnished,4,Yes,No,No,No,No,No,No,01. 03. 2022,,135,563,112,358,119,329,487,79,475,110,,,,,,,,,,,
567342,"CZK 18,500",50.0882217,14.383877,"Parléřova, Prague - Střešovice",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 3,200","CZK 25,000",Personal,Brick building,Furnished,1,No,Yes,Yes,No,Yes,No,Yes,01. 04. 2022,G,274,2,478,"1,386",221,"1,471",365,265,625,341,Central heating,Middle floor,1 to 10 years years,Premium materials and solutions,,Interior,,,,,
705292,"CZK 14,900",50.06262,14.44769,"U Křížku, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,55 m²,CZK 970,"CZK 30,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,07. 02. 2022,C,222,814,262,526,238,564,711,549,820,606,,,,,,,,,,,
705287,"CZK 12,500",50.0268921,14.5300135,"Jurkovičova, Prague - Háje",Studio,New build,35 m²,"CZK 2,500","CZK 12,500",Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,No,No,07. 02. 2022,A,58,933,342,590,370,664,217,433,725,375,,,,,,,,,,,
705286,"CZK 15,000",50.0562679,14.5456142,"Dolnoměcholupská, Prague - Hostivař",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 2,500","CZK 10,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,,G,219,"1,040","1,352",228,"1,399",859,943,,,,,,,,,,,,,,
622504,"CZK 14,500",50.087795302585,14.345896355821,Prague - Břevnov,2 bedroom,Excellent,52 m²,"CZK 4,500","CZK 19,000",Cooperative,Prefab concrete building,Partially furnished,4,Yes,No,No,No,No,Yes,No,01. 04. 2022,C,66,357,100,166,220,184,240,52,572,210,District heating,Middle floor,,Standard materials and solutions,,Overall,,,,,
482945,"CZK 15,000",50.0448907,14.4872031,"Božkovská, Prague - Záběhlice",3 bedroom,Good,71 m²,"CZK 3,200",,Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,No,No,,,234,329,405,342,329,302,745,"1,034",534,,District heating,,,,,,,,,,
346444,"CZK 12,600",50.0478658367,14.5569324349,"Boloňská, Prague - Horní Měcholupy",Studio,Excellent,33 m²,"CZK 3,000","CZK 20,000",Personal,Brick building,Partially furnished,5,Yes,No,Yes,No,No,Yes,No,,C,35,844,178,921,286,988,492,344,633,275,District heating,Top floor,,,,,,,,,
668548,"CZK 19,500",50.08623,14.44151,"Řehořova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,000","CZK 22,500",Personal,Brick building,Furnished,4,No,No,No,No,Yes,Yes,No,01. 03. 2022,G,353,606,217,328,166,592,587,611,669,654,,,,,,,,,,,
536547,"CZK 14,500",50.1102146,14.5256426,Prague - Hloubětín,2 bedroom,Excellent,61 m²,"CZK 4,500","CZK 20,000",Cooperative,Brick building,Partially furnished,3,Yes,No,Yes,No,No,No,No,07. 02. 2022,D,213,"1,295",825,"1,277",865,"1,112","1,123",908,957,613,Gas boiler,Middle floor,,Premium materials and solutions,,Overall,,,,,
704610,"CZK 13,000",50.03738,14.3223,"Smíchovská, Prague - Řeporyje",Studio,New build,31 m²,"CZK 1,500","CZK 13,000",Personal,Brick building,Furnished,1,No,No,No,No,Yes,No,No,01. 03. 2022,B,11,"1,122",925,"1,138",518,758,839,"1,221",656,178,,,,,,,,,,,
697468,"CZK 22,350",50.1148427,14.4750191,"V Zahradách, Prague - Libeň",1 bedroom with open-plan kitchen,,67 m²,"CZK 7,450",,,,Furnished,2,Yes,Yes,No,No,No,Yes,Yes,01. 03. 2022,,188,"1,403",485,"1,260",182,737,559,"1,425",906,405,,,,,,,,,,,
634485,"CZK 14,500",50.067457,14.462168,"Vršovická, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 5,000","CZK 15,000",Personal,Prefab concrete building,Furnished,8,Yes,No,Yes,Yes,No,Yes,No,01. 03. 2022,G,48,654,19,406,22,594,514,184,427,455,,,,,,,,,,,
510512,"CZK 15,300",50.1316882,14.4087784,"Řešovská, Prague - Bohnice",1 bedroom with open-plan kitchen,,46 m²,"CZK 3,200","CZK 18,500",Personal,Prefab concrete building,Furnished,10,Yes,No,No,Yes,No,Yes,No,12. 02. 2022,,61,997,84,927,164,994,457,455,270,,,,,,,,,,,,
589871,"CZK 8,999",50.104181,14.451361,"Přístavní, Prague - Holešovice",Studio,Excellent,23 m²,"CZK 1,690","CZK 15,000",Personal,Brick building,,1,No,No,No,No,No,Yes,No,01. 02. 2022,,145,239,129,194,128,189,539,501,336,409,Central heating,,,,,Overall,,,,,
689177,"CZK 19,000",50.07306,14.43085,"Tyršova, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,34 m²,"CZK 3,600","CZK 19,000",Personal,Brick building,Furnished,4,No,No,No,No,No,Yes,No,01. 03. 2022,G,183,529,119,213,30,197,368,453,637,687,,,,,,,,,,,
607389,"CZK 18,500",50.044173,14.433186,"Jeremenkova, Prague - Podolí",1 bedroom with open-plan kitchen,Excellent,65 m²,"CZK 4,500","CZK 20,000",Personal,Brick building,Furnished,2,Yes,No,Yes,No,No,Yes,Yes,15. 03. 2022,B,210,690,286,764,262,791,474,283,207,400,Central heating,Middle floor,1 to 10 years years,Premium materials and solutions,,,,,,,
553592,"CZK 21,500",50.1021888,14.4254548,"Malířská, Prague - Bubeneč",2 bedroom,Excellent,78 m²,CZK 850,"CZK 42,500",Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,01. 02. 2022,A,357,414,107,343,236,165,256,146,321,,Gas boiler,Middle floor,1 to 10 years years,Premium materials and solutions,,Overall,,,,,
697544,"CZK 46,313",50.0745467,14.4389986,"Blanická, Prague - Vinohrady",3 bedroom with open-plan kitchen,,93 m²,"CZK 15,437",,,,Furnished,6,No,Yes,No,No,No,Yes,No,02. 03. 2022,,84,364,40,331,100,341,128,408,656,679,,,,,,,,,,,
695336,"CZK 18,926",50.0668274,14.3966153,"U Nikolajky, Prague - Smíchov",Studio,,35 m²,"CZK 6,309",,,,Furnished,1,Yes,Yes,No,No,No,Yes,Yes,01. 03. 2022,,234,341,228,706,128,428,324,536,546,328,,,,,,,,,,,
698395,"CZK 20,175",50.0564738,14.5142373,"Švehlova, Prague - Záběhlice",1 bedroom with open-plan kitchen,,65 m²,"CZK 6,725",,,,Furnished,4,No,Yes,No,No,No,Yes,Yes,08. 03. 2022,,88,519,253,482,504,524,542,798,830,228,,,,,,,,,,,
685604,"CZK 33,750",50.0865843,14.4323212,"Dlážděná, Prague - Nové Město",1 bedroom with open-plan kitchen,,45 m²,"CZK 11,250",,,,Furnished,2,No,No,No,No,No,Yes,No,19. 02. 2022,,110,274,157,129,77,143,300,496,282,367,,,,,,,,,,,
705283,"CZK 15,000",50.0718599,14.4069708,"Staropramenná, Prague - Smíchov",Small studio,Excellent,30 m²,,"CZK 15,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,06. 02. 2022,G,84,431,29,122,32,316,525,"1,005","1,152",639,,,,,,Interior,,,,,
705282,"CZK 14,000",50.02644,14.48914,"Klírova, Prague - Chodov",1 bedroom with open-plan kitchen,Excellent,48 m²,"CZK 3,700","CZK 20,000",Personal,Prefab concrete building,Partially furnished,3,No,No,No,No,No,No,No,14. 02. 2022,G,370,527,262,620,294,327,519,336,319,106,,,,,,,,,,,
538341,"CZK 16,000",50.0577491,14.2835448,Prague - Zličín,1 bedroom with open-plan kitchen,,62 m²,"CZK 4,000","CZK 20,000",Personal,Brick building,Furnished,2,Yes,No,No,No,Yes,No,Yes,01. 03. 2022,C,244,962,716,646,728,770,118,992,147,,,,,,,,,,,,
691048,"CZK 10,000",50.13195,14.48574,"Černého, Prague - Střížkov",Small studio,Good,28 m²,"CZK 1,665",,Cooperative,Prefab concrete building,Partially furnished,12,No,No,No,Yes,Yes,Yes,No,11. 01. 2022,G,469,"1,427",661,345,654,357,819,"1,261",134,,District heating,Top floor,,Standard materials and solutions,,,,,,,
699550,"CZK 26,250",50.0902986,14.4271043,"Benediktská, Prague - Staré Město",1 bedroom with open-plan kitchen,,50 m²,"CZK 8,750",,,,Furnished,3,No,No,No,No,No,Yes,No,17. 03. 2022,,51,118,74,93,1,171,160,250,261,336,,,,,,,,,,,
695866,"CZK 21,750",50.073014,14.4308483,"Tyršova, Prague - Nové Město",1 bedroom with open-plan kitchen,,35 m²,"CZK 7,250",,,,Furnished,4,No,No,No,No,No,Yes,No,08. 02. 2022,,182,528,118,213,29,198,369,452,636,686,,,,,,,,,,,
691605,"CZK 24,900",50.0795659,14.4357789,"Balbínova, Prague - Vinohrady",1 bedroom with open-plan kitchen,,68 m²,"CZK 8,300",,,,Furnished,2,No,No,No,No,No,Yes,No,02. 03. 2022,,134,417,252,351,68,251,205,205,457,712,,,,,,,,,,,
690577,"CZK 22,500",50.0633339,14.4440155,"Mečislavova, Prague - Nusle",1 bedroom with open-plan kitchen,,56 m²,"CZK 7,500",,,,Furnished,5,No,No,No,No,No,Yes,No,08. 02. 2022,,243,541,100,272,177,315,457,820,635,594,,,,,,,,,,,
705281,"CZK 15,990",50.03045,14.37274,"Záhorského, Prague - Hlubočepy",1 bedroom with open-plan kitchen,Excellent,47 m²,"CZK 5,510","CZK 31,980",Cooperative,Prefab concrete building,Partially furnished,1,Yes,No,Yes,Yes,No,Yes,No,06. 02. 2022,G,134,714,282,711,132,703,419,199,617,56,,,,,,,,,,,
680086,"CZK 25,500",50.0901585,14.3426685,"Na Okraji, Prague - Veleslavín",1 bedroom with open-plan kitchen,,90 m²,"CZK 8,500",,,,Furnished,1,No,No,No,No,No,No,No,08. 02. 2022,,142,547,112,211,216,280,208,0,878,210,,,,,,,,,,,
704421,"CZK 18,000",50.101287,14.4274794,"Veletržní, Prague - Holešovice",1 bedroom,,,"CZK 6,000",,,,Furnished,1,No,No,No,No,No,No,No,01. 04. 2022,,159,212,112,187,64,141,210,116,549,,,,,,,,,,,,
704424,"CZK 33,000",50.0920126,14.4239059,"Anežská, Prague - Staré Město",2 bedroom with open-plan kitchen,,80 m²,"CZK 11,000",,,,Furnished,2,No,No,No,No,No,No,No,01. 04. 2022,,157,402,153,285,152,248,384,447,194,153,,,,,,,,,,,
694718,"CZK 18,600",50.0799163,14.4476377,"Slavíkova, Prague - Žižkov",Studio,,29 m²,"CZK 6,200",,,,Furnished,5,No,Yes,No,No,No,Yes,No,01. 03. 2022,,472,536,115,535,55,394,404,513,675,431,,,,,,,,,,,
670314,"CZK 17,000",49.96831,14.38631,"Pelzova, Prague - Zbraslav",1 bedroom with open-plan kitchen,Excellent,70 m²,"CZK 2,831","CZK 36,000",Personal,Brick building,Partially furnished,1,No,Yes,Yes,No,No,Yes,No,01. 02. 2022,C,122,"1,089",68,"1,240",367,102,498,329,149,,District heating,Middle floor,1 to 10 years years,,,,,,,,
705280,"CZK 22,500",50.0723918,14.4059555,"Lidická, Prague - Smíchov",1 bedroom,,,"CZK 7,500",,,,Furnished,4,No,No,No,No,No,No,No,07. 04. 2022,,100,437,82,124,1,340,531,"1,038","1,232",691,,,,,,,,,,,
705279,"CZK 24,000",50.0723554,14.4069173,"Lidická, Prague - Smíchov",1 bedroom,,,"CZK 8,000",,,,Furnished,3,No,No,No,No,No,No,No,07. 04. 2022,,25,378,16,198,26,271,471,963,"1,249",622,,,,,,,,,,,
680050,"CZK 39,750",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",1 bedroom with open-plan kitchen,,75 m²,"CZK 13,250",,,,Furnished,2,No,No,No,No,No,Yes,No,08. 02. 2022,,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,
265022,"CZK 12,700",50.0372661,14.5076689,"Donovalská, Prague - Chodov",Studio,Excellent,30 m²,"CZK 1,900","CZK 20,000",Personal,Prefab concrete building,Partially furnished,8,No,No,Yes,No,No,Yes,No,01. 03. 2022,B,91,842,182,263,421,425,414,258,142,,District heating,Middle floor,,Standard materials and solutions,,Overall,,,,,
572011,"CZK 16,500",50.0796951,14.4226227,"Vodičkova, Prague - Nové Město",Studio,Excellent,35 m²,"CZK 1,500","CZK 18,000",Personal,Brick building,Furnished,4,No,No,No,No,No,Yes,No,01. 02. 2022,D,32,662,17,27,49,163,134,701,448,424,,,,,,,,,,,
698117,"CZK 11,500",50.1032213,14.5187387,"Poděbradská, Prague - Vysočany",Studio,New build,23 m²,"CZK 3,000","CZK 20,000",Personal,Other,Partially furnished,2,No,No,No,No,No,Yes,No,15. 02. 2022,B,88,"1,460",182,"1,442",789,191,"1,067","1,486","1,035",548,Central heating,,,Standard materials and solutions,,,Yes,,,,
459369,"CZK 11,900",50.1059828,14.5231839,"Modrého, Prague - Hloubětín",Studio,New build,33 m²,"CZK 2,000","CZK 20,000",Personal,Brick building,Furnished,5,Yes,No,Yes,No,No,Yes,No,02. 05. 2022,B,524,"1,249",639,"1,230",801,775,"1,178","1,246",934,202,,,,Premium materials and solutions,,,Yes,,,,
680099,"CZK 29,925",50.0845694,14.4671948,"Pitterova, Prague - Žižkov",1 bedroom with open-plan kitchen,,,"CZK 9,975",,,,Furnished,7,No,No,No,No,No,Yes,Yes,08. 02. 2022,,221,235,240,630,210,69,520,374,219,292,,,,,,,,,,,
682068,"CZK 18,300",50.0739772,14.4306534,"Legerova, Prague - Vinohrady",Studio,,34 m²,"CZK 6,100",,,,Furnished,2,No,No,No,No,No,Yes,No,08. 02. 2022,,132,574,130,206,94,143,358,427,494,560,,,,,,,,,,,
695370,"CZK 29,700",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,,92 m²,"CZK 9,900",,,,Furnished,7,No,Yes,No,No,No,Yes,No,19. 02. 2022,,149,274,60,441,20,421,59,552,690,457,,,,,,,,,,,
679995,"CZK 28,500",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",1 bedroom,,43 m²,"CZK 9,500",,,,Furnished,7,No,No,No,No,No,Yes,No,08. 02. 2022,,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,
696583,"CZK 15,300",50.0236328,14.420109,"Na Výspě, Prague - Hodkovičky",1 bedroom,,50 m²,"CZK 5,100",,,,Furnished,1,No,No,No,No,No,No,No,15. 03. 2022,,205,"1,125",579,"1,118",554,629,856,827,"1,391",591,,,,,,,,,,,
705274,"CZK 19,000",50.0918,14.32846,"Za Vokovickou vozovnou, Prague - Liboc",2 bedroom,Excellent,67 m²,CZK 900,"CZK 19,000",Personal,Brick building,Furnished,2,No,No,Yes,No,No,No,No,01. 04. 2022,B,207,65,939,184,"1,472",701,366,400,247,,Central heating,Middle floor,1 to 10 years years,Standard materials and solutions,,,,,,,
643640,"CZK 14,500",50.114484,14.479922,"U Pekařky, Prague - Libeň",Studio,New build,42 m²,"CZK 2,400","CZK 18,000",Personal,Brick building,Furnished,2,No,No,Yes,No,Yes,Yes,Yes,17. 02. 2022,C,250,114,"1,401",395,"1,034","1,070","1,286","1,027",252,,Gas boiler,Middle floor,1 to 10 years years,Premium materials and solutions,,Overall,Yes,,,,
705273,"CZK 15,000",50.0295549,14.4496701,Prague - Krč,1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 3,000","CZK 18,000",Cooperative,Prefab concrete building,,,No,No,No,No,No,Yes,No,Ihned,,312,"1,483",0,0,761,"1,031","1,357",748,569,,Central heating,Middle floor,10 to 30 years years,,,,,,,,
705272,"CZK 11,000",50.10956,14.55791,"Lipnická, Prague - Kyje",1 bedroom with open-plan kitchen,Excellent,35 m²,"CZK 2,700","CZK 22,000",Personal,Other,Partially furnished,4,Yes,No,No,No,No,Yes,Yes,01. 03. 2022,G,143,928,156,176,882,417,"1,272",355,,,,,,,,,,,,,
592959,"CZK 20,000",50.068467,14.463608,"Altajská, Prague - Vršovice",1 bedroom with open-plan kitchen,New build,59 m²,"CZK 3,521","CZK 23,521",Personal,Low-energy building,Furnished,4,Yes,No,Yes,No,Yes,Yes,Yes,01. 04. 2020,B,176,536,262,231,243,584,273,353,649,415,District heating,Middle floor,1 to 10 years years,Premium materials and solutions,,,Yes,,,,
581867,"CZK 15,900",50.055637,14.503357,"Hvozdíková, Prague - Záběhlice",2 bedroom,Excellent,54 m²,"CZK 3,500","CZK 38,000",Personal,Other,Partially furnished,3,Yes,No,No,No,No,No,No,01. 04. 2022,G,158,294,628,838,268,559,648,414,756,266,,,,,,,,,,,
704573,"CZK 5,500",50.04268,14.61387,"K Netlukám, Prague - Uhříněves",3 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 1,000",,Personal,Prefab concrete building,Furnished,1,No,No,No,No,No,No,No,,,156,"1,490",,,,,,,,,,,,,,,,,,,
704571,"CZK 12,000",50.08951,14.47416,"Viklefova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,39 m²,"CZK 3,000","CZK 24,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,No,No,01. 02. 2022,G,320,920,226,350,108,208,287,241,449,356,,,,,,,,,,,
